headline,category
Philashoppe opens in capital city,declarative
Policemen contribute to Ockhi fund,declarative
Chennithala flays new US visa norms,declarative
Panel visits port site,declarative
Rape  case registered,declarative
Sumptuous feast awaits art fest participants,declarative
injured as KSRTC bus collides with van,declarative
World Media Meet in Kollam tomorrow,declarative
Plays by expatriate Keralites,declarative
Swathi music fete begins today,declarative
Uncertain future for IMA plant,declarative
A voice that accompanied M S  falls silent,declarative
Amit Shah upset with Karnataka BJP leaders,declarative
DMK Rajinikanth ties come under strain,declarative
Naidu hoodwinked all sections of people  Jagan,declarative
Uneasy calm prevails in Gottipadu village,declarative
Nature takes care of plants  says Palekar,declarative
Aadhaar to keep drunk drivers on a tight leash,declarative
HC s warning to two top State officers,declarative
Police seek four day custody of singer,declarative
Vikasa  aids youth in finding jobs,declarative
Samalkot dancer shines at Dehradun event,declarative
Gandikota Chitravathi lift irrigation scheme launched,declarative
Naidu counters YSRCP MP at Janmabhoomi meeting,declarative
Assault charge against YSRCP activists,declarative
Bajrang Dal activist murdered,declarative
Cash withdrawal using fake vouchers alleged,declarative
Telugu Desam to launch  go to villages  on Jan,declarative
K run in Rajahmundry on Sunday,declarative
Job mela for SC  ST youths on Jan,declarative
Murder at mosque  one person arrested,declarative
Tansen Tyagaraja music fest on Saturday,declarative
GUDA to formulate new master plan,declarative
Tyagaraja aradhana on January,declarative
AYUSH practitioners hail NMC Bill,declarative
Quest to promote signature dish of Andhra Pradesh,declarative
Positive signs on external funding process  says CS,declarative
Action plan soon to expedite power projects in Amaravati,declarative
Telangana writer faces protesters  wrath,declarative
Cleaning of overhead tanks in villages set to go hi tech,declarative
Rally against muzzein s murder leads to tension in the city,declarative
destitutes rescued in drive,declarative
Consignments seized at parcel office,declarative
Mineral   bearing area reserved for CRDA,declarative
AU faculty recruitment to be completed by June,declarative
All possible aid assured to victim of alleged rape,declarative
Girl s  rape  triggers protests,declarative
App launched for schools  monitoring,declarative
HPCL modernisation project gathers pace,declarative
Inter varsity cricket journey begins,declarative
Major ports championship gets under way,declarative
International meet for women entrepreneurs,declarative
Tantric ritual  in temple  action sought against accused,declarative
Inspector suspended for  misbehaving  with woman,declarative
DCI staff relay fast enters   th day,declarative
Compost units inaugurated,declarative
day CPI M  district conference from Jan,declarative
WB aid sought for UGD at Narsipatnam,declarative
CM to participate in Janmabhoomi tomorrow,declarative
year old woman succeeds in her fight for compensation,declarative
DJ show at school  five arrested,declarative
Farmer dies in freak mishap,declarative
CM to address public meeting,declarative
Cotton farmers advised to turn to other crops,declarative
Lambada teachers keep away from schools,declarative
Hyderabad gets its own  Art District,declarative
KTR inaugurates Ayyappa Society underpass,declarative
Reshuffle leaves officers stunned  sulking,declarative
Migrants allege exploitation by Telangana  agents  in Saudi,declarative
Govt  cannot bailout banks  Subbarao,declarative
Third edition of international kite festival from Jan,declarative
Congress slams KCR s claims on power,declarative
Migrant children run State s illegal labour force,declarative
lakh eyes in the sky to watch over Capital,declarative
S P Singh may get extension,declarative
Lakhs to attend State  national prayer meet,declarative
HCA Special General Meeting on Jan,declarative
Minor held for stealing revolver,declarative
ED attaches assets of Indu Group,declarative
Two students arrested for setting bus ablaze,declarative
TJAC for effective strategies on power front,declarative
Techie kills self,declarative
Retrenched Verizon employees to move court,declarative
Apollo Hospital implants device for failed heart,declarative
Agri clinics to give youth scope for self employment,declarative
Water level in Wyra Reservoir a cause for concern,declarative
Survey of Mamidyala houses completed,declarative
Nalgonda prepares to top SSC Exam,declarative
Farmers voluntarily hand over lands for canals,declarative
Revised land acquisition price unreal,declarative
Fortis death case  father of deceased writes to PM,declarative
NGT dismisses plea seeking policy of one car per family,declarative
Punished for speaking truth  Vishwas,declarative
Army Colonel died of heart attack  police,declarative
Notice to Centre on plea against provision in new Haj policy,declarative
JNUSU  AISA protest against attack on Dalits  want Fadnavis to resign,declarative
Metro cards can be used on     buses from Monday,declarative
Court acquits man of rape  says relations consensual,declarative
Former members of party disappointed with choices,declarative
Rajya Sabha picks show AAP is dishonest  says Maken,declarative
Courier delivery boy arrested for robbery,declarative
Man accused in    cases of snatching held,declarative
Can t have different standards for private  govt hospitals  says HC,declarative
Laptop  Rs      lakh stolen from luxury car,declarative
Man stabbed to death over personal enmity,declarative
SDMC toilets in slums to be open   x,declarative
Two injured after car hits bike in south Delhi,declarative
FIR over graffiti on Metro coaches,declarative
Rohini ashram  CBI registers three cases,declarative
BJP accuses AAP of betraying Delhiites,declarative
Beat staff removed over shooting at pub,declarative
NSUI organises  Youthquake,declarative
Langur found dead in a gunny bag,declarative
Student outfits protest attack on Dalits,declarative
Sisodia opens   rd National School Games,declarative
Plea for one car per family policy dismissed,declarative
HC  Can t have different standards for hospitals,declarative
Stray dog attack victim still in ICU,declarative
Dhankhar had lunch with in laws   days before going on killing spree,declarative
Public transport goes offline as bandh paralyses city,declarative
BMC chief asks eyewitnesses to share info on fire,declarative
MU students fail to reach exam halls,declarative
Few schools stay open  but picking up kids a tough job,declarative
Over     detained  booked across city,declarative
Cops told to go easy on protesters  sources,declarative
Journey to exam centre  law student s desperate attempts go in vain,declarative
Woman moves HC to abort    week foetus,declarative
Bandh knocks Borivali school out of cricket meet,declarative
HC grants bail to Daman rape convict  suspends life sentence,declarative
Footfall remains low five days after blaze,declarative
Trains hit  dabbawalas suspend services,declarative
CBI arrests IT officer for taking bribe,declarative
Mahesh Murthy booked for harassment,declarative
detained     cases registered in Navi Mumbai,declarative
year old man hacked to death,declarative
Aged couple commits suicide,declarative
Chilika Lake sees a marginal drop of birds at     lakh,declarative
Activists take out rally to promote peace in Jaipur,declarative
BJP accuses Mamata of practising  soft Hindutva,declarative
U P  madrasas may lose govt  recognition,declarative
Fake postage stamps seized,declarative
Expect specific action on Pak  this week  says U S,declarative
Bangladesh parties brace for elections,declarative
Sri Lanka s ex Central Bank chief held responsible for bond scam,declarative
China Japan ties could see a revamp in,declarative
We won t be blackmailed by U S  threat  Palestine,declarative
World Tamil Conference in Madras,declarative
Realty builds hopes on affordable housing,declarative
Centre approves Rs        cr  for waterway project,declarative
WHO okays Bharat Bio typhoid shot,declarative
Century Ply hopeful of early profit from Hoshiarpur unit,declarative
Centre to infuse Rs        cr  in six PSBs,declarative
Telecom policy       TRAI seeks comments,declarative
Govt  nod for revised PPP port concessions,declarative
Cabinet approves MoUs with Italy  Israel in energy sector,declarative
India gears up for a test by fire,declarative
Munro hammers his way into record books,declarative
Cilic too good for Ramkumar,declarative
Manchester City back to winning ways,declarative
MI and RCB likely to retain Rohit and Kohli,declarative
Bhan rallies to beat Cirotte,declarative
Cricket is my bread and butter  Jaffer,declarative
I am looking to break into the top    next year  says Sathiyan,declarative
Blasters face tough Pune test,declarative
Swing more difficult than bounce  Vijay,declarative
Chennaiyin FC beats RVSS,declarative
Ashrith bags a double,declarative
SWAT calendar released,declarative
Mahateji obliges in Golconda Oaks,declarative
Dashers prevail over Smashers,declarative
U    WC  Two Indian umpires in ICC s panel,declarative
Gujarat takes first innings lead,declarative
Maxwell dropped for ODIs,declarative
India s matches may be shifted to UAE,declarative
Germany notches up second win,declarative
Naresh  Lavish  Lakshay and Ashish hog the limelight,declarative
Indian Railways advances,declarative
TN  Maharashtra make semifinals,declarative
Blasters appoint James as coach,declarative
Taiwan dentist ordered to pay mother nearly    mn,declarative
Scientists identify four new balsam species,declarative
First  Blue Moon  total eclipse in     years to occur soon,declarative
Delhi pillaged by citizens  officials  SC,declarative
Standing tall at     yrs  Harcourt Butler school,declarative
Jail facilities  HC raps State for failing to follow orders,declarative
Missing API  cops want to add murder charge,declarative
Deploy adequate Central forces for Sabang bypoll  BJP,declarative
Fortis made      profit in treating   yr old  report,declarative
Dec    case  five years later  convicts yet to face gallows,declarative
High growth doesn t necessarily mean high inequality  Chancel,declarative
I am quite qualified to speak on failure  Rahul Dravid,declarative
Mbappe is revelation of football  Maradona,declarative
I may not make CWG cut  Kashyap,declarative
Beauty in  D  Filmmaker captures Taiwan s life and times,declarative
NASA to screen Star Wars  The Last Jedi for crew,declarative
Trump  Putin talk on phone  discuss N Korea  White House,declarative
Rajinikanth taught me many things  Amy Jackson,declarative
Last week s answer  Meghan Markle,declarative
Pets are family  Dino Morea,declarative
Politics today used to crush people  Rahul,declarative
Demand for division of Belagavi dist   Protests in Gokak  Chikkodi,declarative
Congress will not bend in fear  Sonia,declarative
Coal scam  Madhu Koda gets   year RI,declarative
It was accidental firing  Rajasthan police,declarative
Ruling party s conspiracy behind Jaya s death  Stalin,declarative
Ban BT cotton  farmers,declarative
India stands by free Internet  Prasad,declarative
Terrorism is a challenge before the whole world  Brigadier,declarative
Liquor law  woman gets    yr RI,declarative
Red gram procurement to begin in a week  Minister,declarative
BSY has no knowledge of State s fiscal stability  CM,declarative
Karnataka HC ruling on pictorial warnings  Huge setback to India s global image  say activists,declarative
Withdraw FRDI Bill  says Mamata,declarative
dead    missing as     year old building collapses in Zaveri Bazar,declarative
SHCI violated ventilation  exit norms,declarative
Exports surge       to        billion in November  trade deficit widens,declarative
Slowdown bottoming out  says RBI s Patel,declarative
Footwear  leather to get Rs        crore,declarative
World class coaches  OGQ s priority,declarative
James triple double fuels Cavs over Lakers  Warriors win,declarative
PM to inaugurate projects in Meghalaya  Mizoram,declarative
Day Night Tests inevitable  says Ganguly,declarative
Uttara Kannada roiled by tensions as BJP  Cong  gird for polls,declarative
Sonia will contest from Rae Bareli  says Priyanka,declarative
In Mumbai  a battle over forest land,declarative
Ramesh Chandra  builder in the dock,declarative
Nagaland gets six new Cabinet Ministers  including one from BJP,declarative
HC puts Centre  State in the dock over sexual violence,declarative
Trenches fail to protect humans  crops from wild animals,declarative
Govt  caught napping when disaster struck  stoking fishermen anger,declarative
Livestock loss  a double whammy for farmers,declarative
Weekly auction for cotton  shallot at Thuraiyur market,declarative
PMK demands compensation for affected farmers  fishermen,declarative
Residents protest against illegal eateries  pub,declarative
Folk  tribal art festival,declarative
A brief history of our time  with the missing,declarative
Sindhu advances  Srikanth bows out of Dubai Super Series Final,declarative
At Honnavar  smaller but unresolved communal skirmishes raised the ante,declarative
BMC engineer  kin booked in disproportionate assets case,declarative
APGVB bags ASSOCHAM award,declarative
Madhu Koda gets   year RI for coal scam,declarative
Bedi asks for report on land grab complaints,declarative
Fisherman drowns as boat capsizes in sea,declarative
Governor defends meetings,declarative
Consultant begins work on Port Maduravoyal corridor,declarative
Cash flows freely in R K  Nagar,declarative
Arctic beckons adventure traveller from Kerala,declarative
Interpol cancels notice against Naik,declarative
Husband kills woman over squabbles,declarative
AAP govt cancels licence of   automobile dealers,declarative
BJP MLA tries to reignite Shiv Jayanti dispute,declarative
U S  accuses Iran of arms deal breach,declarative
Russian parliament launches presidential campaign,declarative
Centre raises duty on electronic items,declarative
Former Maoist commits suicide,declarative
Another patient claims overcharging by Fortis,declarative
Sensex climbs as exit polls project BJP win in Gujarat,declarative
Aryan Parekh takes title,declarative
Karnataka HC directs State to decide on BTC licence in    days,declarative
Vineeth gives Kerala Blasters its first win,declarative
Dunne takes on Garcia Perez,declarative
Record breaker Guardiola relishes Spurs test,declarative
Peru recovers pre Hispanic textiles from Sweden,declarative
Smith holds firm as Australia rein in England,declarative
Donnarumma row reopens old wounds for Milan,declarative
Christmassy delights from homebakers,declarative
Shashank shines for Karavali Cricketers,declarative
Froome admits adverse test result  damaging,declarative
Ed Sheeran finds Twitter negative,declarative
Maruti announces service campaign for new Dzire,declarative
The Hindu In School Chess tournament sees good response,declarative
BJP MP seeks arms licence,declarative
Worker dies in rubble collapse,declarative
Harley Davidson takes out road safety rally,declarative
Policeman trains gun at Kamal Nath,declarative
ED attaches assets in STC case,declarative
RERA refuses registration for over    project,declarative
held with arms cache on Mumbai Agra highway,declarative
India Green needs to bounce back,declarative
Jadeja hits six sixes in an over,declarative
MGU wins title,declarative
PNB quells UBI fightback,declarative
Zimbabwe leader vows new path,declarative
Hadapad community drops  Veerashaiva  for  Lingayat  in association name,declarative
Kinfra starts pipeline project amid protests,declarative
Sindhu demolishes Yamaguchi,declarative
Southern Railway rides on Nirmalraj s ton,declarative
Smith proves a stumbling block again,declarative
Tea Board proposes delegation to China,declarative
Vodafone picks Dawar as India CFO,declarative
Bekele targets marathon WR,declarative
Start up gets  Baahubali  push,declarative
NGT quashes govt s review plea seeking exemptions,declarative
Law protecting Delhi slums gets extension,declarative
Pak  SC rejects plea seeking Imran s disqualification,declarative
The vengeful sea devouring Albania s coast,declarative
I saw daddy cussing Santa Claus,declarative
Crucial factors in planning,declarative
Couple still waiting for BBMP help,declarative
Green tax mandatory on tourist vehicles entering the Nilgiris,declarative
Sad case of missing migrants,declarative
Row over auctioning of space at temple fete,declarative
Kannur airport nearing takeoff stage,declarative
Two arrested for copying Rs        notes to buy goats,declarative
The lowdown on re curving cyclones,declarative
South municipal body looking to redevelop Nirbhaya Museum,declarative
Tender for stack parking in Old Delhi,declarative
T N  to oppose jail term for triple talaq,declarative
DCW writes to PM on women s safety,declarative
Delhi BJP tries to corner AAP on school fee   loot  by hospitals,declarative
Delhi Police await Centre s approval to beef up strength,declarative
EU leaders agree to move Brexit talks to next phase,declarative
U S  moves to roll back  net neutrality  regulations,declarative
Akhil guides Navy to the final,declarative
Indian zoo directors to meet in Mysuru,declarative
Sanjay Memorial skywalk  likely to be a reality soon,declarative
A platform for start ups to pitch ideas,declarative
Man hacked to death,declarative
cultural teams to take part in Pura Pravesha procession on Jan,declarative
Mulawad Lift Irrigation project to be operational next January,declarative
Renewed appeal to protect Western Ghats,declarative
Efforts on to acquire land for Kottarai reservoir,declarative
Hanumath jayanthi festival to be held,declarative
CM seeks PM s intervention to scrap steel plant s privatisation,declarative
Railways to offer discounts like airlines,declarative
Bombardier rakes to debut on Monday,declarative
Sri Lanka urged to repeal Prevention of Terror Act,declarative
Four mega blocks on Harbour Line planned before Christmas,declarative
Probe ordered into deaths of elephants,declarative
Malinga not picked for T  Is,declarative
Over     land for Samruddhi project yet to be acquired,declarative
BSES labour supervisor held for stealing cable,declarative
ESMA invoked over doctors  strike call,declarative
Ancient textiles returned to Peru,declarative
Eighth planet found in faraway solar system,declarative
Govt  urged to begin procurement of crops cultivated during kharif,declarative
Eight crew members of sunken vessel rescued,declarative
This monk has renounced the phone,declarative
Belagere s interim bail extended,declarative
Eleven people from two families rescued from bonded labour in city,declarative
PM s planned visit triggers hope,declarative
Farmers seek dedicated  utility corridor,declarative
BJP activist murdered in Tripura,declarative
Body of JeM militant found,declarative
Uttara Kannada roiled by tensions,declarative
Suhaib Ilyasi convicted of murdering wife,declarative
Body of Delhi woman found in Mussoorie,declarative
Appeal filed in Navy nepotism case,declarative
Nirbhaya memorial event marred by disruption,declarative
Eight crew members of sunken vessel rescued,declarative
runaway siblings found after   days,declarative
MLA named loan waiver beneficiary,declarative
Licence of   auto dealers suspended,declarative
Maoist killed in encounter,declarative
Wrestlers reach SA for CW C ship,declarative
Bacteria help turn Greek yogurt waste into fuel,declarative
Magicians exchange wizardry notes,declarative
Railways propose third line for Ernakulam Shoranur,declarative
Cong  cadre celebrate Rahul Gandhi s elevation,declarative
Traffic police interact with private school bus crew,declarative
The Force is stronger than ever,declarative
Situation under control in Adilabad,declarative
Dogs help South Africa s youth stay away from violence,declarative
IPL teams welcome Rajasthan s return,declarative
Bengaluru beat Pune to take top spot,declarative
Saurav Ghosal s run ends,declarative
The game is afoot Chennai,declarative
Indian zoos can draw more tourists,declarative
Greens in DK district may contest Assembly polls,declarative
Residents prevent entry of lorries,declarative
U P  police take dog into custody,declarative
Garlands made for Anjaneyar Jayanthi,declarative
Flops are in demand at this museum,declarative
Police shoot man armed with knife at Dutch airport,declarative
Winter is coming,declarative
Heavy is the head,declarative
H  Raja detained,declarative
Arjun and Anjum come out on top,declarative
Goa eyes big win against Dynamos,declarative
Youthquake  shakes things up,declarative
Youth succumbs to burns,declarative
Special trains to clear rush,declarative
Aryan  Arjun in summit clash again,declarative
GMR consortium set to bag Philippines airport project,declarative
Jain s surprise inspection at night shelters in city,declarative
Police pickets on dark and lonely stretches,declarative
Egg price falls,declarative
Situation under control in Adilabad,declarative
Jessan soars to a new high,declarative
Goa following on,declarative
Table tennis Nationals postponed,declarative
When science textbooks become graphic novels,declarative
When film titles are sentences,declarative
Adani to buy RInfra s Mumbai power business for Rs         cr,declarative
Now  private banks face bad loans heat,declarative
Bharti repays Rs      cr  of DBT amount,declarative
Carlyle buys major stake in VRCM,declarative
Indian operating system platform Indus OS raises    million,declarative
India looks to Chahal Kuldeep again,declarative
Rahane has to be positive  Amre,declarative
Jamshedpur makes BFC pay the penalty,declarative
Chennai City eager to continue good work,declarative
Gurbani bowls Vidarbha to a memorable win,declarative
I was desperate to start bowling  says Gurbani,declarative
Ishpreet thwarts Rupesh s comeback,declarative
Sailing championships  International Regatta from today,declarative
Bristol breaks United hearts,declarative
Shubhankar storms to the top,declarative
New Crown wins P M  Antony Cup,declarative
BCCI reschedules limited over events and Irani Cup,declarative
Grand Slam packs off holder Jolly Rovers,declarative
Ghaley retains   m prone gold,declarative
Supreme General tipped for Rajpipla Trophy,declarative
Vinn Masters golf from Dec,declarative
Three Indian women in ICC teams,declarative
Venus cleared in Florida mishap,declarative
Ashes stars reported safe after car crash,declarative
Princy outplays top seed Simran,declarative
Rajpal is DLTA chief,declarative
Sanjana stuns Nayanika,declarative
Aditya  Aparajitha win,declarative
Ankita beats Karman,declarative
Birmingham gets the nod for      CWG,declarative
Pallav powers Blue Diamond to victory,declarative
Mixed fortunes for Indian Gymkhana,declarative
Poked tiger video draws outrage,declarative
Wreckage of first Australian submarine found after     years,declarative
Star s suicide highlights dark side of K pop dream,declarative
Hema Sardesai goes international again,declarative
New frog species identified in Arunachal,declarative
Birthday boy Mbappe stars as PSG down Caen,declarative
Budding artists showcase talent with a riot of colour,declarative
Tap potential of free software  Chief Minister,declarative
Formidable India look to wrap up series against SL,declarative
Jingle bells beyond communities,declarative
Lakers end Rockets     game win streak,declarative
Raja  Kanimozhi acquitted in  G case,declarative
Vela scores farewell goal for Sociedad in Sevilla win,declarative
App development training for Kerala children,declarative
The Hindu Young World painting contest in Hubballi on Sunday,declarative
NASA selects missions to comet  Titan for further development,declarative
New school opened,declarative
Programme against substance abuse,declarative
Kasaragod s online radio  State s first,declarative
Get a good night s sleep,declarative
Be united  be strong,declarative
Steyn plays down hopes of wickets record,declarative
Tabla player hailed,declarative
Tennis saved me during illness   says Bartoli,declarative
CBSE workshop for teachers,declarative
Sports day at Ganges Valley,declarative
Khammam Mayor felicitated,declarative
Over     models displayed at math carnival,declarative
Arsenal wasted Oxlade Chamberlain says Klopp,declarative
Amara Jyothi school hosts tourney,declarative
Inter house display competition,declarative
Green ambassadors at Claret school,declarative
Search team finds boats,declarative
A visit to Devnar School for the Blind,declarative
Students present Chinese ribbon drill,declarative
Cultural day celebrations at MKET school,declarative
Arsenal tackle mice invasion at Emirates,declarative
Share ideas for      s last Mann ki Baat   Modi,declarative
Homework should challenge thinking skills,declarative
Let them explore  experiment,declarative
Encourage a desire to learn,declarative
Chance to learn new things,declarative
Average speed of metro to KIA could touch    kmph,declarative
Balwant brace fires Mumbai City past NE United in ISL,declarative
Shuttler Marin excited to be back in PBL,declarative
Struggling Swansea sack manager Clement,declarative
Vijender confident of ending      on high,declarative
Choir concert to ring in Christmas,declarative
Sports Day at Camford,declarative
Importance of Disaster Management,declarative
Carnival at Vidya Mandir,declarative
Christmas Celebration at Vailankanni,declarative
k Balachander  the man  the movies,declarative
Say cheers this Yuletide,declarative
For some festive feasting,declarative
Something fishy,declarative
Anurag Kashyap gives his actors space  Rajesh,declarative
Listening to her voice,declarative
K Balachander  the man  the movies,declarative
Feels like a party,declarative
Razzle dazzle them with art,declarative
Auroville s affair with art,declarative
For some festive feasting,declarative
Piping hot happiness,declarative
Children of Earth,declarative
Delhi Sultanate comes to Pondy,declarative
No need to fear science,declarative
Talk on Siddha Medicine,declarative
When artists are ADMIN TOO,declarative
Miyapur is where it all begins,declarative
Delight of a decor,declarative
The altar of love and life,declarative
Smell the tea,declarative
War of words in Mollywood,declarative
Last week s answer  Rahul Gandhi,declarative
Marathoner granny who bakes X mas cakes,declarative
Last week s answer  Rohit Sharma,declarative
War of words in Mollywood,declarative
Last week s answer  Anushka Sharma,declarative
SONG for a serene night,declarative
Medley of varied dance forms,declarative
Dance for the nation,declarative
Memory through song,declarative
Pleasing Hindustani ensemble,declarative
Meaningful fare,declarative
Doorway of the gods,declarative
Aiming for a long shelf life,declarative
Doorway of the gods,declarative
The curtain goes up on theatre in Kerala,declarative
Tales of Lord Krishna as child  friend and warrior,declarative
The vidwan served up a treat,declarative
Revisiting a magnum opus,declarative
Love in all its subtle shades,declarative
Yoga is not just bending the body,declarative
The music came thick and fast,declarative
More tradition  less glamour,declarative
Book on Bhagavatamela play,declarative
Tyagaraja Pancharatnam translated,declarative
Inaugurations this week,declarative
Nagaswaram kutcheri line up,declarative
Different streams  one goal,declarative
Novelty raised the level,declarative
Two day music series,declarative
Tamil music festival,declarative
Nagaswaram kutcheri line up,declarative
Green canopy at auto stand,declarative
Cooking contest using millets,declarative
Spoken English classes at Besant Nagar,declarative
A forum to empower mothers of special children,declarative
SHEESHA distributes clothes,declarative
Registration for Chennai Bird Race closes on January,declarative
Crematorium in Taramani switches to LPG model,declarative
Two day chess tournament,declarative
Hidden Trails  Past Perfect,declarative
Clothes exchange programme,declarative
A forum to empower mothers of special children,declarative
ICF pulls water out of thin air,declarative
Sevalaya plants       saplings on campus,declarative
A power initiative sparked by a complaint,declarative
Inviting applications for change award,declarative
Schoolchildren plant saplings at temple,declarative
Cooking contest using millets,declarative
Two day chess tournament for children,declarative
Book reading session on December,declarative
Cyclothon on December,declarative
Vaikunda Ekadesi on Dec,declarative
Chennai Bird Race on Jan,declarative
Santa comes to pookadai,declarative
MTC terminus turned into unauthorised parking lot,declarative
EFI invites volunteers,declarative
Registration for Chennai Bird Race closes on Jan,declarative
Session on handwriting,declarative
T  Nagar school students plant saplings at temple,declarative
Chess tournament on January   and,declarative
Workshop on terrace gardening,declarative
PSBB wins title at bhajan contest,declarative
Check out the events in your neighbourhood,declarative
Los Angeles like never before,declarative
Consumer forum gives relief to airline,declarative
Corporation flayed for not giving water connections,declarative
Court decision today on release of Suriya film,declarative
Coutinho completes  dream  Barcelona move,declarative
Cow vaccine tenders under scanner,declarative
CPI M  against HC s remark on privatisation of TNSTC,declarative
CPI M  can t be divided  Yechury,declarative
CPI M  stance indirectly supports BJP  says MP,declarative
CPS  NGOs to organise Chalo Assembly in March,declarative
Cricket betting racket busted  one arrested,declarative
CRS to inspect gauge conversion work,declarative
C sections across India register an upward trend,declarative
Cyclist hit by DTC bus  dies,declarative
Dabas outplays Vanshelboim,declarative
Datar holds Tukhaev,declarative
Data science institute opened in Coimbatore,declarative
Dead worker s kin yet to get relief,declarative
Debt ridden man who took poison  dies,declarative
Defamation suit against Kumaraswamy,declarative
Deksisa confirms Mumbai Marathon participation,declarative
Delhi  Male set to reboot bilateral ties,declarative
Demand for Cauvery taluk revived,declarative
Dena Bank scam  ED attaches more assets,declarative
Denied chance to speak  TTV walks out,declarative
Dept  to revisit ban on bike taxis in Bengaluru,declarative
De reserved coaches to help travellers  MP,declarative
Design workshop  iDiDe       in Manipal from today,declarative
Despite demonetisation  GST impact  revenue targets met  KEK,declarative
Differently abled girl set afire by neighbours,declarative
Dineshwar Sharma acting as  super CM   says Omar,declarative
Direct tax collections jump,declarative
Disinfectants sprayed on vehicles at Bannari check post,declarative
Dispute over forestland  settler farmers  issues to be addressed,declarative
DMK stages walkout over Jaya s memorial,declarative
Don t take over Naik s assets  panel,declarative
Driver detained,declarative
Drive to combat childhood obesity,declarative
Drop plan for biomedical waste plant  panchayat,declarative
Rajini app crosses   lakh downloads,declarative
Statistics Olympiad on January,declarative
Defence Ministry gives Rs     crore to establish defence innovation hub,declarative
Policemen get    motorcycles to provide first aid to accident victims,declarative
Man booked for polygamy  cheating,declarative
Two nabbed,declarative
Stone laid for four parks,declarative
Two killed,declarative
ramanathapuram,declarative
Paddy crop on      lakh hectares withers,declarative
women pilgrims injured,declarative
thanjavurFDI inflow into State falls by,declarative
Suttur Jatra Mahotsava from January,declarative
One killed    injured in accident,declarative
Four held for robbing motorists,declarative
Nearly    papers presented at Numismatic Society meet,declarative
shivamogga,declarative
Four held on charge of possessing ganja,declarative
udupi,declarative
Three asphyxiate while cleaning STP at apartment complex,declarative
Racing ahead,declarative
Events in Bengaluru for Monday  Jan,declarative
Arthunkal church fete from Wednesday,declarative
CPI M  meet from today,declarative
Yatra concludes today,declarative
kg of wild boar meat seized  two booked,declarative
kannur,declarative
Two more arrested in online sex racket case,declarative
Over   kg of gold seized,declarative
Two killed in accident,declarative
One held for indecent exposure,declarative
One arrested for assault,declarative
thrissur,declarative
DNA test identifies four more Ockhi victims,declarative
kurnool,declarative
K Run draws people across State,declarative
Three asphyxiate while cleaning STP at apartment complex,declarative
Adivasis scale heights to protest against  injustice,declarative
hassan,declarative
held     roosters seized in city,declarative
Three school buses gutted,declarative
Modern electric crematorium at S R  Nagar to be opened today,declarative
of Delhi s markets are death traps,declarative
When three s brilliant,declarative
killed in U P  mishap,declarative
gaya,declarative
acres of encroached land reclaimed in Rajouri,declarative
mumbai,declarative
Six injured in clash in U P,declarative
new delhi,declarative
Two drown in Pavana dam,declarative
Iran protests discussed in Parliament,declarative
Washington  Jan          AFP,declarative
The problem of land hoarding,declarative
Don t divest AI  give it   years to revive  panel,declarative
Betis shades eight goal thriller at Sevilla,declarative
Delhi Audit in two finals,declarative
Time Rajini emerged from BJP s shadow,declarative
Unions to continue bus strike,declarative
Model test for NEET held,declarative
Ekki Pumps to launch centres of excellence,declarative
Roof work at Coimbatore junction to be completed soon,declarative
MDMK warns of protest,declarative
Project selected for Indian Science Congress,declarative
karaikudi,declarative
women pilgrims injured,declarative
thanjavur,declarative
TNSTC staff strike  bus services to several routes hit,declarative
Cluster Pulse launches first smart village project in State,declarative
madurai,declarative
Punjab launches farm debt waiver scheme,declarative
darjeeling,declarative
Foucault demonstrates the rotation of Earth,declarative
Millennials spend more on travel than seniors,declarative
Individual efforts will be a priority,declarative
I m sure India will bring Rahane back  Wessels,declarative
Marsh brothers help themselves to tons,declarative
Beef traders continue strike in Goa,declarative
PM Theresa May to reshuffle her Cabinet on Monday,declarative
Congress in overdrive for Rahul visit in March,declarative
Bhim Army chief held before protest,declarative
Foreign liquor smuggler arrested,declarative
Union Bank of India launches Project Utkarsh,declarative
Bus strike  travellers suffer in silence,declarative
Relatives allege foul play in woman s suicide,declarative
Awareness programme conducted,declarative
NDC launches bicentenary celebrations,declarative
Collector reviews Mission Bhagiratha work,declarative
sangareddy,declarative
RTG won President s praise  says Lokesh,declarative
Bank unions launch signature campaign,declarative
NDA has failed on all fronts  Sharad Yadav,declarative
Solar city initiative launched,declarative
DL NDMC HERITAGE,declarative
GHMC to hold rangoli competitions on Swachh Sarvekshan,declarative
Congress disowns MLA s post on AKG,declarative
thoothukudi,declarative
NEET PG exam goes off smoothly,declarative
Jamia students submit legal opinion,declarative
Justice Bhandari visits shelter home,declarative
Student ends life over alleged harassment,declarative
chitradurga,declarative
Asiatic beats Evergreen  emerges champion,declarative
Rs       cr  subsidy given for industrial units,declarative
mangaluru,declarative
day Flamingo festival off to a colourful start in Pulicat area,declarative
ongole,declarative
Toll in Surampalli blast rises to,declarative
One lakh ration cards given so far during JB,declarative
engineering students drown in village tank,declarative
K Run broke two world records SAAP chief,declarative
Over     take part in ENC Triathlon,declarative
Now  an easy to use kit to detect fish contamination,declarative
Shami  Saha make Bengal the favourite,declarative
Back to back burglaries keep Kochi on edge,declarative
Woman given double life imprisonment,declarative
CIAL to help Ghana airports set up solar plants,declarative
